publishedAt,user,comment,likeCount,comment (clean)
2023-04-27T08:04:37Z,Netizen budiman,Sekarang mah pake peci mulu ya pak ganjar wkwkwkwk… mau cari suara jd biara keliatan religius..😂😂😂😂😂,1,sekarang mah pakai peci mulu ya pak ganjar wkwkwkwk mau cari suara jadi biara kelihatan religius 
2023-04-27T07:49:25Z,kismanto,Jadwal pak Anies Baswedan kapan ya,2,jadwal pak anies baswedan kapan ya
2023-04-27T08:00:33Z,Aldo,Semoga next pak Anies dan pak Prabowo,0,semoga next pak anies dan pak prabowo
2023-04-27T07:46:04Z,ariegibson,Sikap yang paling saya suka dari pak Ganjar adalah saat menolak keikutsertaan Israel di Piala Dunia U20 karena itu mencerminkan sikap cinta tanah air dan mengemban amanat UUD 45 dan Pancasila.,4,sikap yang paling saya suka dari pak ganjar adalah saat menolak keikutsertaan israel di piala dunia u karena itu mencerminkan sikap cinta tanah air dan mengemban amanat uud dan pancasila
2023-04-27T07:44:12Z,Zain Udin,Salam sehat pak ganjar pranowo.,0,salam sehat pak ganjar pranowo
2023-04-27T07:42:11Z,Arif,Ibarat karyawan yg cari muka ke atasan. Biasanya itu terjadi di pekerjaan di kantor atau perusahaan.,0,ibarat karyawan yang cari muka ke atasan biasanya itu terjadi di pekerjaan di kantor atau perusahaan
2023-04-27T07:38:59Z,Akayajah,"liat Ganjar liat Jateng  , liat Anies liat jakarta , liat prabowo liat pertahanan simple",0,lihat ganjar lihat jateng lihat anies lihat jakarta lihat prabowo lihat pertahanan simple
2023-04-27T07:33:26Z,dealer.koi_blitar,Dukung Ganjar. Tidak partainya 😁😁✌️✌️✌️,0,dukung ganjar tidak partainya 
2023-04-27T07:24:50Z,Yuk Belajar !,"Sejak FPI dibubarkan, Indonesia lebih kondusif, pembangunan lancar. Salut dengan kebijakan2 era Jokowi. Semoga Pak Ganjar dapat melanjutkan pembangunan bangsa ini lebih maju dan beradab.",4,sejak fpi dibubarkan indonesia lebih kondusif pembangunan lancar salut dengan kebijakan era jokowi semoga pak ganjar dapat melanjutkan pembangunan bangsa ini lebih maju dan beradab
2023-04-27T06:58:58Z,Ira Tkw Taiwan,"Cara bicaranya Alus,Elegan,Dan Tegas lalu mudah di mengerti...Sukses untuk Pak Ganjar ... Semoga Bisa Terpilih Untuk Menjadi Presiden Selanjutnya aamiinn ...",15,cara bicaranya alus elegan dan tegas lalu mudah di mengerti sukses untuk pak ganjar semoga bisa terpilih untuk menjadi presiden selanjutnya amin
2023-04-27T06:58:48Z,OR@ng Pinggiran,"Mba Najwa, Tolong Bikin Polling Terbuka Dong 🙏",0,mbak najwa tolong bikin polling terbuka dong 
2023-04-27T06:49:58Z,Suparjo Supardi,"next, wawancara Capres lainnya mba Nana",1,next wawancara capres lainnya mbak nana
2023-04-27T08:01:29Z,Aldo,UP,0,up
2023-04-27T06:42:25Z,park boe dee,GP mania GasPol,0,gp mania gaspol
2023-04-27T06:38:09Z,Budi User,Kabar rakyat wadas yg tertindas gmn om,0,kabar rakyat wadas yang tertindas bagaimana om
2023-04-27T06:00:48Z,RIDWAN NASRULLOH,"Andai Bapak Ridwan Kamil diusung oleh partai besar atau koalisi besar, IngsyaAllah beliau akan terpilih menjadi next president Indonesia.",0,andai bapak ridwan kamil diusung oleh partai besar atau koalisi besar ingsyaallah beliau akan terpilih menjadi next president indonesia
2023-04-27T05:57:11Z,Iwan 82,Tapi dengan begini sy lebih syng  dengan ibu mega.,0,tapi dengan begini saya lebih sayang dengan ibu mega
2023-04-27T05:55:10Z,Iwan 82,"Untung Najwa kerja di jaman sekarang,mau  ngomong samapi berbusa2 dn kata2 sering menjudutkn.masih aman aja,coba kalau dia kerja di era orde baru uuu bisa2 tinggal nama 😢😢😢😢",0,untung najwa kerja di jaman sekarang mau mengomong samapi berbusa dan kata kata sering menjudutkn masih aman saja coba kalau dia kerja di era orde baru lu bisa tinggal nama 
2023-04-27T05:48:23Z,Iwan 82,"Najwa ini kalau ngomong selalu kayak menjelek2 kn ya,dari pada memotifasi.padahal di,a juma jurnalis yg kerjax kowar2 aja.",0,najwa ini kalau mengomong selalu kayak menjelek kan ya dari pada memotifasi padahal di a juma jurnalis yang kerjax kowar saja
2023-04-27T05:42:37Z,Tegar Adiwijaya,Alam Ganjar sangat dewasa,0,alam ganjar sangat dewasa
2023-04-27T05:40:31Z,Ilham Riyadi,saya berharap semua calon presiden dapat berdiskusi dengan mbak Najwa dan hadir di Mata Najwa agar kami sebagai masyarakat bisa mendengarkan dan mengetahui mereka semua dng pertanyaan-pertanyaan mbak Nana yang lugas.<br>Terima kasih,0,saya berharap semua calon presiden dapat berdiskusi dengan mbak najwa dan hadir di mata najwa agar kami sebagai masyarakat bisa mendengarkan dan mengetahui mereka semua dengan pertanyaan pertanyaan mbak nana yang lugas terima kasih
2023-04-27T05:37:52Z,Rahmat Manik,Capres pdip,0,capres pdip
2023-04-27T05:36:48Z,Rahmat Manik,Palestina,0,palestina
2023-04-27T05:25:59Z,Abdus Somad,"Artis yutub nyapres.. PDI P pula..<br>Rakyat nanti jd penonton yutub semua nih..<br>Prestasinya hanya di yutub,selam jadi gubernur Jateng..",0,artis yutub nyapres pdi p pula rakyat nanti jadi penonton yutub semua nih prestasinya hanya di yutub selam jadi gubernur jateng
2023-04-27T04:57:25Z,Bambang Sabekti,Pak Ganjar - Pak Prabowo,0,pak ganjar pak prabowo
2023-04-27T04:54:12Z,bob enviro,"Semoga Bapak tidak dijadikan boneka ketika presiden nanti, Koruptor dihukum mati semoga terealisasi",0,semoga bapak tidak dijadikan boneka ketika presiden nanti koruptor dihukum mati semoga terealisasi
2023-04-27T04:52:42Z,Damar 1990,"fix sy pilih sosok beliau..bullshit sama partai pengusungnya..sy notice kemarin beliau tegas dgn statementnya mengenai israel sbg negara penjajah yg harus di ganyang..tdk spt pejabat lain yg munafik,yg takut popularitasnya turun..apalagi yg ngaku paling dket dgn rakyat palestina..cuih..",0,fix saya pilih sosok beliau bullshit sama partai pengusungnya saya notice kemarin beliau tegas dengan statementnya mengenai israel sebagai negara penjajah yang harus di ganyang tidak seperti pejabat lain yang munafik yang takut popularitasnya turun apalagi yang mengaku paling dket dengan rakyat palestina cuih
2023-04-27T04:36:10Z,14.رزقي عبدالله بن مرجوني,Anies Baswedan ( lebih cocok👍),0,anies baswedan lebih cocok
2023-04-27T04:32:22Z,14.رزقي عبدالله بن مرجوني,Anies Baswedan 👍,0,anies baswedan 
2023-04-27T04:31:44Z,TOGOG TEDJOMANTRI,Saya sebagai manusia biasa cuma pengen tau dari sekian calon presiden nanti kira2 siapa yang akan menyuarakan hukuman mati bagi koruptor di janji kampanye mereka.<br>Itulah bukti mereka calon presiden yang mewakili rakyat bukan calon presiden yang mewakili partai.,0,saya sebagai manusia biasa cuma pengin tau dari sekian calon presiden nanti kira kira siapa yang akan menyuarakan hukuman mati bagi koruptor di janji kampanye mereka itulah bukti mereka calon presiden yang mewakili rakyat bukan calon presiden yang mewakili partai
2023-04-27T04:31:25Z,Cookie S,wahhh...wah..<br>ada bapak E-KTP(korupsi)<br>ada bapak pencuri tanah dan tambang(KELAP=kelompok kelas kakap)😂😂😂<br>mau jadi presiden ada misi apa pak rambut putih?<br>mbak nana sudah masuk angin dan apakah nana mau jadi menteri sosial dan medsos😂😂😂,0,wah wah ada bapak e ktp korupsi ada bapak pencuri tanah dan tambang kelap kelompok kelas kakap mau jadi presiden ada misi apa pak rambut putih mbak nana sudah masuk angin dan apakah nana mau jadi menteri sosial dan medsos
2023-04-27T04:29:33Z,zzz,"Pila dunia u20 gagal, maka gagal juga mimpi jadi presiden",0,pila dunia u gagal maka gagal juga mimpi jadi presiden
2023-04-27T04:02:53Z,Hoding Sianturi,Future Presiden ❤👍,0,future presiden 
2023-04-27T04:00:31Z,KALTIM CHANEL,Butuh ketegasan dan keberanian. Itu ada sama pak ganjar.,0,butuh ketegasan dan keberanian itu ada sama pak ganjar
2023-04-27T03:56:52Z,ayman.fikri daniswara,ANIES UNDANG JUGA DONG KALO LU NETRAL NAJWA,0,anies undang juga dong kalo lu netral najwa
2023-04-27T03:55:42Z,ayman.fikri daniswara,BUBAY PETUGAS PARTAI MINIM PRESTASI DAN DOYAN NGEBOKEP,0,bubay petugas partai minim prestasi dan doyan ngebokep
2023-04-27T03:13:32Z,Zam'Z Chanel,"Mungkin setelah sukses membawa jawa tengah jadi 10 Propinsi termiskin di Indonesia, akan dilanjutkan membawa Indonesia jadi 10 negara termiskin di Dunia, Amit amit deh semoga gak kesampaian 😊😊",0,mungkin setelah sukses membawa jawa tengah jadi propinsi termiskin di indonesia akan dilanjutkan membawa indonesia jadi negara termiskin di dunia amit amit deh semoga enggak kesampaian 
2023-04-27T03:12:44Z,Text Text,Anis juga di undang mbak ann,0,anis juga di undang mbak an
2023-04-27T03:10:11Z,Anak desa,Saya dukung ganjar dengan segenap kemampuan saya untuk bergerak dan mensukseskannya menjadi Presiden REPUBLIK INDONESIA.,0,saya dukung ganjar dengan segenap kemampuan saya untuk bergerak dan mensukseskannya menjadi presiden republik indonesia
2023-04-27T03:08:42Z,Oga,Ga ahh,0,enggak ah
2023-04-27T02:46:20Z,Sirin Susi,Sya akan inget siapa yg membatalkan piala dunia.,0,saya akan ingat siapa yang membatalkan piala dunia
2023-04-27T02:37:42Z,rOndOm Viral,2024 ANTI BANTENG BANTENGGG🚫🚫🚫,0, anti banteng banteng
2023-04-27T02:37:02Z,Kurniawan Asgar,"Pak GANJAR nyapres,,,<br>Yang Lain Lewat,,,<br>Cukup satu Puteran,,,,🇮🇩🇮🇩",0,pak ganjar nyapres yang lain lewat cukup satu puteran 
2023-04-27T02:36:18Z,rOndOm Viral,2024 ANTII BANTENG BANTENGG,0, anti banteng banteng
2023-04-27T02:35:20Z,rOndOm Viral,2024 ANTI BANTENGGGG🚫,0, anti banteng
2023-04-27T02:27:49Z,NanStory,Saya yakin yg nonton ini pasti orang&quot; pintar smua yg tidak mau salah memilih pemimpin,0,saya yakin yang menonton ini pasti orang pintar semua yang tidak mau salah memilih pemimpin
2023-04-27T02:18:47Z,Verii Vd,"Jawabnya pinter, apa adanya keren 👍",0,jawabnya pintar apa adanya keren 
2023-04-27T02:16:05Z,zona asik,Berbicara tanpa berfikir tegas lugas dan berwibawa.,0,berbicara tanpa berpikir tegas lugas dan berwibawa
2023-04-27T02:11:21Z,Haluddin Pasaribu,Hahaha berharap jadi menteri,0,hahaha berharap jadi menteri
2023-04-27T02:05:54Z,Ahmad Katsir,Masyaallah. Keluarga cerdas,0,masyaallah keluarga cerdas
2023-04-27T02:02:30Z,Rizal Hidayat,"Saya bangga jadi warga Semarang dan rumah saya dekat dengan rumah dinas pak ganjar,orang nya tegas,baik,rumah saya pernah kena longsor pak ganjar jam 11 MLM datang dan besok nya bantuan sudah datang ke rumah saya,semangat terus idola ku untuk memimpin negeri ini.",115,saya bangga jadi warga semarang dan rumah saya dekat dengan rumah dinas pak ganjar orang nya tegas baik rumah saya pernah kena longsor pak ganjar jam malam datang dan besok nya bantuan sudah datang ke rumah saya semangat terus idola ku untuk memimpin negeri ini
2023-05-19T07:07:53Z,Abdi Chairiihsan,​@Al Fatihpetugas partai yang hobi nonton film porno mau jadi pleciden😊,0, al fatihpetugas partai yang hobi menonton film porno mau jadi pleciden
2023-05-13T04:14:57Z,Akank,"Waspada Indonesia darurat photography......... Akibat capres mesum hobby nonton film porno, Jaga NKRI dari kerusakan moral dari presiden boneka, yg di endorse dan agung agungkan para buzzer.",0,waspada indonesia darurat photography akibat capres mesum hobby menonton film porno jaga nkri dari kerusakan moral dari presiden boneka yang di endorse dan agung agungkan para buzzer
2023-05-12T18:39:33Z,Widodo Mulyo,@Fika Fika lawak,0,fika fika lawak
2023-05-06T18:28:23Z,Mukholik Kholik,Rekam  jejaknya  merah,0,rekam jejaknya merah
2023-05-02T18:35:44Z,Neko Chn,"Wkwkw Semarang banjirr mulu, wadas apa kabar ya",0,wkwkw semarang banjir mulu wadas apa kabar ya
2023-04-27T01:28:16Z,Riou Genkaku,"selama berkoalisi redbull, ngga dulu makasih pak",0,selama berkoalisi redbul enggak dulu terima kasih pak
2023-04-27T01:26:12Z,falah fairus,smoga pak ganjar sllu sehat ya pak.. minal aidin wal faidzin,0,semoga pak ganjar selalu sehat ya pak minal aidin wal faidzin
2023-04-27T01:13:28Z,bCraft,Kak Nana gak open Haus kah ... Kali ajha dah disiapin Es campur biar menghilangkan Hausnya ini ... Hahha,0,kak nana enggak open haus kah kali saja deh disiapin es campur biar menghilangkan hausnya ini hahha
2023-04-27T01:12:40Z,dewa tashteggo,Di hadapan  seorang ganjar pranowo ..nazwa syihab jadi terlihat seperti jurnalis ecek2 ..,0,di hadapan seorang ganjar pranowo nazwa syihab jadi terlihat seperti jurnalis ecek 
2023-04-27T00:52:25Z,ARYO No,Petugas partai,0,petugas partai
2023-04-27T00:42:14Z,Wafiq SN Pajriyah,"Kita tunggu kalo jadi apakah akan ttp lugas kek kebanyakan org bilang, atau beda hehehehe",0,kita tunggu kalo jadi apakah akan tetap lugas kayak kebanyakan orang bilang atau beda hehehehe
2023-04-27T00:36:29Z,Jery Saputra,hidup pak Jokowi 3periode❤😊,0,hidup pak jokowi periode
2023-04-27T00:36:26Z,Jose Da costa,Mas Ganjar itu aneh ya...kamu bilang  Israel itu penjajah..kalau Belanda yang ratusan tahun yang jajah dan bunuh orang Indonesia itu kamu bilang apa? awas lho kamu bisa kena kutuk Israel...(tanah pilih lho),0,mas ganjar itu aneh ya kamu bilang israel itu penjajah kalau belanda yang ratusan tahun yang jajah dan bunuh orang indonesia itu kamu bilang apa awas lho kamu bisa kena kutuk israel tanah pilih lho
2023-04-27T00:32:23Z,hartono tour,"Harga Rumah tambah mahal ,Pendidikan sekolah buat anak ,biaya hidup ,  solusi pak Ganjar  bagaimana",0,harga rumah tambah mahal pendidikan sekolah buat anak biaya hidup solusi pak ganjar bagaimana
2023-04-27T00:30:31Z,A RS,"Selama masih disetir ibunya di belakang, monmaaf saya belum bs memilih pak ganjar 😊",0,selama masih disetir ibunya di belakang monmaaf saya belum bisa memilih pak ganjar 
2023-04-27T00:30:24Z,Kamu Nanya,Selama masih petugas partai. Emoh lah,0,selama masih petugas partai emoh lah
2023-04-27T00:20:49Z,Fachri Akbar Sikumbang,ini baru lawan seimbang,0,ini baru lawan seimbang
2023-04-27T00:10:05Z,eka maria,Semoga najwa tidak kadrun,0,semoga najwa tidak kadrun
2023-04-27T00:05:02Z,Diva Enjel,MASIH MAU DI PIMPIN PETUGAS PARTAI ...........,0,masih mau di pimpin petugas partai
2023-04-26T23:33:53Z,Fajar Budi Official,Wahh mbak Nana di Kutoarjo kemarin,0,wah mbak nana di kutoarjo kemarin
2023-04-26T23:15:05Z,Raihan Falih Akmalulislam,Seringkali kontrak tertulis/verbal tidak sesuai dengan implementasi di lapangan,0,seringkali kontrak tertulis verbal tidak sesuai dengan implementasi di lapangan
2023-04-26T22:29:29Z,setiadi tedy,Sosok yg sy kagumi dr dlu scra personal nya..luar biasa..smoga pa ganjar istiqomah memegang prinsipnya demi pengabdiannya pda rakyat...,12,sosok yang saya kagumi dari dulu secara personal nya luar biasa semoga apa ganjar istikamah memegang prinsipnya demi pengabdiannya pada rakyat
2023-04-26T22:28:49Z,Nunung Nurjanah,Dedi Mulyadi for presiden Indonesia,0,dedi mulyadi for presiden indonesia
2023-04-26T22:23:16Z,Anti Kadrun United,"Dukung pak Ganjar, NU, Muhammadiyah, TNI, Polri, NKRI harga mati!",1,dukung pak ganjar nu muhammadiyah tni polri nkri harga mati
2023-04-26T22:13:37Z,Pantang menyerah,Pak Ganjar dengan tegas &amp; jelas menyatakan bahwa beliau adalah petugas partai. !!<br>Andai kata terpilih menjadi presiden sudah barang tentu otoritas dia masih di bawah kepartaian &amp; di kendalikan oleh ketua partai..,0,pak ganjar dengan tegas jelas menyatakan bahwa beliau adalah petugas partai andai kata terpilih menjadi presiden sudah barang tentu otoritas dia masih di bawah kepartaian di kendalikan oleh ketua partai
2023-04-26T22:12:20Z,Indra Kharismawan,"Bapak ini mungkin memang pribadi yg baik...tapi koq saya ragu dgn partai nya, karena beliau tetap sebagai petugas partai...dan jika pemilu ini menang lagi akan menjadi 3x nya partai merah mendominasi termasuk di DPR, dimana kebijakan2 yg direct kepentingan rakyat akan sangat bergantung terhadap &quot;sehat&quot; atau tidak nya partai tersebut",0,bapak ini mungkin memang pribadi yang baik tapi kok saya ragu dengan partai nya karena beliau tetap sebagai petugas partai dan jika pemilu ini menang lagi akan menjadi x nya partai merah mendominasi termasuk di dpr dimana kebijakan yang direct kepentingan rakyat akan sangat bergantung terhadap sehat atau tidak nya partai tersebut
2023-04-26T21:41:36Z,Paulin Indri,"Jangan tegang pak, kyk biasanya aja dong 😂",0,jangan tegang pak kayak biasanya saja dong 
2023-04-26T21:37:56Z,Deaz Wijayakusumah,Selama belakangnya masih banteng ga dulu deh :(,0,selama belakangnya masih banteng enggak dulu deh
2023-04-26T21:04:36Z,M Khoiron,UJUNG² NYA KETUA PARTAI 😂,0,ujung² nya ketua partai 
2023-04-26T20:28:59Z,Muhamad Afifudin,biang kerok pildun,0,biang kerok pildun
2023-04-26T20:16:59Z,egRin denRew,Luar Biasa Mas Ganjar Pranowo. Jawaban yg realistis dan sangat cerdas. Dari Sulsel siap mendukung Mas Ganjar. Bismillah 🤲🏼,1,luar biasa mas ganjar pranowo jawaban yang realistis dan sangat cerdas dari sulsel siap mendukung mas ganjar bismillah 
2023-04-26T19:08:52Z,Gotong Royong,Saya dukung bpk prabowo,0,saya dukung bpk prabowo
2023-04-26T19:08:02Z,Menurut Saya,OOOOOH NAJWA BERPIHAK KE GANJAR TOH,0,oooooh najwa berpihak ke ganjar toh
2023-04-26T18:59:55Z,CHERUL RW,"Semangat buat pak ganjar pancen oye.<br>Rindu dengan pemimpin yang tegas,bijak,Kharismatik",0,semangat buat pak ganjar pancen oye rindu dengan pemimpin yang tegas bijak kharismatik
2023-04-26T18:34:09Z,wahyu sutrisno,"Pak Ganjar memang oke 👍👍👍 <br>Apapun pertanyaan yg diajukan dijawab secara logis, Jujur dan sangat mudah untuk di pahami, <br>Semoga beliau ANANAH untuk INDONESIA 🇮🇩🇮🇩🇮🇩",68,pak ganjar memang oke apapun pertanyaan yang diajukan dijawab secara logis jujur dan sangat mudah untuk di pahami semoga beliau ananah untuk indonesia 
2023-04-29T09:43:01Z,Hilarius Ranang,Walau sedikit kejang😂,0,walau sedikit kejang
2023-04-28T02:06:28Z,Wayang Tempur,"Bct, liat Brebes Jateng aja kemiskinan Mash tinggi, Kya gtu mau mimpin 1 Indonesia",0,bct lihat brebes jateng saja kemiskinan mash tinggi kaya begitu mau mimpin indonesia
2023-04-26T18:30:25Z,Yulia Putri,"Saya sebagai <a href=""http://www.youtube.com/results?search_query=%23rakyat"">#Rakyat</a> siapapun nanti presiden nya ak harap kebijakan kebijakan nya baik buat <a href=""http://www.youtube.com/results?search_query=%23rakyat"">#Rakyat</a> mampu menganggkat ekonomi <a href=""http://www.youtube.com/results?search_query=%23rakyat"">#Rakyat</a> menengah kebawah ..!!! <a href=""http://www.youtube.com/results?search_query=%23rakyat"">#Rakyat</a> membutuhkan ke sejeterahan yg selama ini hilang.",0,saya sebagai rakyat siapapun nanti presiden nya aku harap kebijakan kebijakan nya baik buat rakyat mampu menganggkat ekonomi rakyat menengah kebawah rakyat membutuhkan ke sejeterahan yang selama ini hilang
2023-04-26T18:14:07Z,love seeks love,TUHAN Kawal<br>Pak Ganjar Hebat Jenius dan Nasionalis.<br>Mba Nana harus mengakui itu.<br>Gas jangan kasih rem,0,tuhan kawalpak ganjar hebat jenius dan nasionalis mbak nana harus mengakui itu gas jangan kasih rem
2023-04-26T18:01:37Z,Lulu Claudya,Pak Ganjar .menang menang menang,0,pak ganjar menang menang menang
