publishedAt,user,comment,likeCount,comment (clean)
2023-04-23T14:32:34Z,Hasan Mubarok,Saya dukung pa Ganjar. Hobi gw sama.suka nnton bokep .tpi klo milih pa Ganjar JD presiden gw masih waras,2,saya dukung apa ganjar hobi gue sama suka menonton bokep tapi kalo memilih apa ganjar jadi presiden gue masih waras
2023-04-23T12:10:08Z,Keling,Ibu,0,ibu
2023-04-23T12:09:58Z,antonius eko prasetiyo,"Pak Ganjar saat 2024 goal, mohon Mas Yunarto Wijaya diberi tugas menteri. 🙏",0,pak ganjar saat goal mohon mas yunarto wijaya diberi tugas menteri 
2023-04-23T12:09:55Z,Lukman Hadi,Pak ganjar . Maju dan berjayalah lndonesia .,0,pak ganjar maju dan berjayalah lndonesia
2023-04-23T12:09:53Z,Raja Kopi...🍵,"Saya tidak percaya Ganjar itu, saya lebih suka Jokowi 3 priode",0,saya tidak percaya ganjar itu saya lebih suka jokowi priode
2023-04-23T12:09:31Z,D nanto,"Tuiuuhh ilmu politik nya Ganjar, cukup mumpuni, sedangkan aniess, hmmm.. mana nyampe si anis ilmu nyaa, dia paling bisanya pidato, ngibul&amp;jual ayat dan mayat, itu doang bisanya si YOHANESSS",0,tuiuuh ilmu politik nya ganjar cukup mumpuni sedangkan anies hm mana sampai sih anis ilmu nya dia paling bisanya pidato ngibuljual ayat dan mayat itu doang bisanya sih yohanes
2023-04-23T12:09:31Z,Fendi Hermawan,Jawaban orang cerdas 👍👍👍👍👍,0,jawaban orang cerdas 
2023-04-23T12:09:21Z,Alfredmo 360,"Capresnya cerdas, keren, pewawancara juga cerdas, maka klo boleh usul Mba Nana aja jadi cawapresnya😍<br>Siap menjadi relawannya.. <a href=""http://www.youtube.com/results?search_query=%23ganjarpranowothenextpresident"">#GanjarPranowoTheNextPresident</a>",0,capresnya cerdas keren pewawancara juga cerdas maka kalo boleh usul mbak nana saja jadi cawapresnyasiap menjadi relawannya ganjarpranowothenextpresident
2023-04-23T12:09:20Z,Puri Leisa,"Pak Ganjar, sangat lugas, tegas dan matang dlm menjelaskan berbagai hal.  Pilihan terbaik dari bacapres lain.",6,pak ganjar sangat lugas tegas dan matang dalam menjelaskan berbagai hal pilihan terbaik dari bacapres lain
2023-04-23T12:09:00Z,Abdul Qohar,Hadir,0,hadir
2023-04-23T12:09:00Z,Rafi Bayu Mahesa,"Sosok yang siap melanjutkan pembangunan era Jokowi, gass Pak Ganjar RI 1 2024 🇮🇩",0,sosok yang siap melanjutkan pembangunan era jokowi gas pak ganjar ri 
2023-04-23T12:08:56Z,Sopeng Peng,"mantap mz ganjar.,q mendukungmu",0,mantap mas ganjar ku mendukungmu
2023-04-23T12:08:42Z,Reban Kalijo,Pakai Kopiah hitam... Mengingatkan kita pada sosok Tokoh Legendaris.... B. J Habibie.,0,pakai kopiah hitam mengingatkan kita pada sosok tokoh legendaris b saja habibie
2023-04-23T12:08:33Z,Sobat Sawit Indonesia,"Lugas, Logis, Kagama😂👍",0,lugas logis kagama
2023-04-23T12:08:33Z,MATARMA TV,"Pinter, cerdas dan Wadas...!!!itulah pak Ganjar...",0,pintar cerdas dan wadas itulah pak ganjar
2023-04-23T12:08:26Z,Blackthink*,Ini presiden saya..❤,0,ini presiden saya 
2023-04-23T12:08:15Z,cx,Anis ajalah.... Ganjar g punya gagasan😅,0,anis ajalah ganjar enggak punya gagasan
2023-04-23T12:08:09Z,Reon Mikah,"yang masih  BACOT MASALAH PETUGAS PARTAI SAYA YAKIN MEREKA PASTI TIDAK MENONTON ACARA INI, POKOK KOMEN SAJA TRUS LARI 😂😂😂",0,yang masih bacot masalah petugas partai saya yakin mereka pasti tidak menonton acara ini pokok komen saja terus lari 
2023-04-23T12:07:57Z,Georgie Adam,Koalisi besar vs pdip baru seru,0,koalisi besar vs pdip baru seru
2023-04-23T12:07:55Z,Rama Pramesta,"GANJAR PRANOWO PEMIMPIN YANG SEDERHANA SEPERTI PAKDE JOKOWI, DEKAT DENGAN RAKYAT DAN LANGSUNG TURUN KE MASYARAKAT DAN BERDISKUSI MENGATASI MASALAH. <br>MAHFUD MD PEMIMPIN YANG TEGAS DAN TIDAK PANDANG BULU DALAM MEMBERANTAS BERBAGAI MASALAH SEPERTI KORUPSI<br>BISMILLAH GANJAR - MAHFUD MD 💯🤟🇮🇩",1,ganjar pranowo pemimpin yang sederhana seperti pakde jokowi dekat dengan rakyat dan langsung turun ke masyarakat dan berdiskusi mengatasi masalah mahfud md pemimpin yang tegas dan tidak pandang bulu dalam memberantas berbagai masalah seperti korupsibismillah ganjar mahfud md 
2023-04-23T12:07:34Z,Luna Lavgood,"Selamat Idul Fitri Mba Nana, ngga libur ya❤❤❤",0,selamat idul fitri mbak nana enggak libur ya
2023-04-23T12:07:25Z,Ojan Surabaya,Top pak ganjar senang mendengarkan penjelasan pak ganjar .,3,top pak ganjar senang mendengarkan penjelasan pak ganjar
2023-04-23T12:06:58Z,Hendi Darmawan,"YANG PENTING PAS NYOBLOS JANGAN YANG ADA GAMBAR BANTENG NYA,<br>.<br>YANG ASLI HANYA ADA GAMBAR BADAKNYA!!!!",0,yang penting pas nyoblos jangan yang ada gambar banteng nya yang asli hanya ada gambar badaknya
2023-04-23T12:06:53Z,Rahmatul Ikbal,"Salut sama keluarga pak ganar , istri dan anak semua nya pinter.",29,salut sama keluarga pak ganar istri dan anak semua nya pintar
2023-04-23T12:06:33Z,Mr.KazeLuck,Awas penunggang liar berkeliaran,0,awas penunggang liar berkeliaran
2023-04-23T12:06:18Z,Alief Jepara,pak anis tetap masih yg terbaik...,0,pak anis tetap masih yang terbaik
2023-04-23T12:06:08Z,Komang Sutarko,Ganjar n mahfud md.pasti menang.,1,ganjar n mahfud md pasti menang
2023-04-23T12:05:48Z,Shearen Soesanteo,Udah kelihatan lawan siapapun prabowo anies atau siapapun ganjar akan tetap menjadi presiden....<br>Mbahku melihat dgn insting supranatural di intana negara akan di huni orang si rambut putih,1,sudah kelihatan lawan siapapun prabowo anies atau siapapun ganjar akan tetap menjadi presiden mbahku melihat dengan insting supranatural di intana negara akan di huni orang sih rambut putih
2023-04-23T12:05:41Z,Iman Ghazali,"Petugas partai,,,,,brarti bukan keinginan rakyAt....hnyalah keinginan yg punya partai😢😢😢wk..wk...yg udh&quot;jg SMA sprti itu.......bismillah kami siAp berjuang demi pAk Anis baswedan",1,petugas partai berarti bukan keinginan rakyat hnyalah keinginan yang punya partaiwaktu waktu yang sudahjuga sama seperti itu bismillah kami siap berjuang demi pak anis baswedan
2023-04-23T12:05:38Z,Yosua Sesa,"Keren jawabannya Pak Ganjar, pemilihan kata-kata yang tepat dan tetap menunjukkan seorang negarawan",61,keren jawabannya pak ganjar pemilihan kata kata yang tepat dan tetap menunjukkan seorang negarawan
2023-04-23T12:05:15Z,Felisya official,the next RI 1,1,the next ri 
2023-04-23T12:05:07Z,BAYU ALFATIH,Dengan penjelasan pk ganjar kita ngerti ngerti dgn politik dan partai,1,dengan penjelasan pakai ganjar kita mengerti mengerti dengan politik dan partai
2023-04-23T12:05:04Z,Ngatini Tini,"Cerdas dan lugas, jujur, hbat pak ganjar pilihanku",3,cerdas dan lugas jujur hbat pak ganjar pilihanku
2023-04-23T12:04:56Z,Ch Gamers,PRABOWO DL GA SIH,1,prabowo dulu enggak sih
2023-04-23T12:04:55Z,wong bloro randublatung,Jawaban pak ganjar sgt luar biasa👍👍🙏💪💪,3,jawaban pak ganjar sangat luar biasa
2023-04-23T12:04:18Z,葉遠發,❤ GANJAR - MAHFUD 2024 ❤,0, ganjar mahfud 
2023-04-23T12:03:56Z,logic Explorer,"Walaupun Petugas Partai Kalau Sudah Terpilih,mestinya Jadi Pelayan Rakyat Yg Nota Bene pemegang kedaulatan tertinggi dalam demokrasi di tangan rakyat bukan di tangan partai atau Ketum partai.",3,walaupun petugas partai kalau sudah terpilih mestinya jadi pelayan rakyat yang nota bene pemegang kedaulatan tertinggi dalam demokrasi di tangan rakyat bukan di tangan partai atau ketum partai
2023-04-23T12:03:56Z,BG. YANN,Mantap 👏👏👏,0,mantap 
2023-04-23T12:03:51Z,Gally Rangga,awesome ❤,0,awesome 
2023-04-23T12:03:49Z,Yukimhimsuksesjaya03 Suksesjaya,Pak ganjar RI 1❤❤❤❤❤,0,pak ganjar ri 
2023-04-23T12:03:28Z,zemmy cholid,Maaf pak Ganjar. Jawa tengah saja Gagal. Apa lagi Indonesia. Saya harus katakan benar walau itu pahit pak.,0,maaf pak ganjar jawa tengah saja gagal apa lagi indonesia saya harus katakan benar walau itu pahit pak
2023-04-23T12:03:15Z,Muin,"Mas Ganjar Presidenku ,IKN jaya ,Borneo haya berjeadilan....",0,mas ganjar presidenku ikn jaya borneo haya berjeadilan
2023-04-23T12:03:11Z,Doni Darmawan,"Petugas partai ya tetap petugas partai, apapun alasannya tujuannya utk kepentingan partai. Fak",0,petugas partai ya tetap petugas partai apapun alasannya tujuannya untuk kepentingan partai fak
2023-04-23T12:03:09Z,Nanik _,"Sebentar, rakyat yang dimajukan yang dimaksud rakyat yang mana ya? 🤔",0,sebentar rakyat yang dimajukan yang dimaksud rakyat yang mana ya 
2023-04-23T12:03:06Z,Bhuda Yukti,Semoga TUHAN memuluskan dan meridoi perjalam Pak Ganjar menuju RI 1..,1,semoga tuhan memuluskan dan meridoi perjalam pak ganjar menuju ri 
2023-04-23T12:02:39Z,ACH EFENDI,PIALA DUNIA,0,piala dunia
2023-04-23T12:02:18Z,King Qaisar,"Terlepas dari isinya, baju pak ganjar bagus",0,terlepas dari isinya baju pak ganjar bagus
2023-04-23T12:02:05Z,Gd Yoga,Ganjar presiden 2024,1,ganjar presiden 
2023-04-23T12:02:02Z,April Lia,Bu Siti Atiqoh....terlihat cerdas...sabar dan tabah....,0,bu siti atiqoh terlihat cerdas sabar dan tabah
2023-04-23T12:01:51Z,Kardono,"Asline jurnalis yg bikin rame, kata² digoreng sedemikian rupa untuk sebuah rating dan popularitas. Jujur saja diakui.",0,asline jurnalis yang bikin rame kata² digoreng sedemikian rupa untuk sebuah rating dan popularitas jujur saja diakui
2023-04-23T12:01:44Z,Coki VR,Maaf saya tidak memilih petugas partai lagi<br>Saya memilih presiden yg punya pendirian dan tujuannya untuk rakyat,0,maaf saya tidak memilih petugas partai lagisaya memilih presiden yang punya pendirian dan tujuannya untuk rakyat
2023-04-23T12:01:43Z,Indra Nugraha,"kok nitizen ga ada yg bilang pinter ngomong ya...kl anies wawancara gini pasti dibilang pinter ngomong...coba dong yg punya data keluarin prestasi anies vs ganjar, biar terang...bingung nih pilih ganjar atau anies",0,kok nitizen enggak ada yang bilang pintar mengomong ya kalo anies wawancara begini pasti dibilang pintar mengomong coba dong yang punya data keluarkan prestasi anies vs ganjar biar terang bingung nih pilih ganjar atau anies
2023-04-23T12:01:41Z,family official,"Mohon maaf  masih banyak pilihan yg lain,<br>Di banding orang ini..<br>Asal jangan anis",0,mohon maaf masih banyak pilihan yang lain di banding orang ini asal jangan anis
2023-04-23T12:01:40Z,anis Merah,Pilihan yg tepat..GodBless pak ganjar,0,pilihan yang tepat godbles pak ganjar
2023-04-23T12:01:38Z,Bi Nong,"<a href=""http://www.youtube.com/results?search_query=%23ganjatpresiden"">#ganjatpresiden</a>",0,ganjatpresiden
2023-04-23T12:01:23Z,Yudhi Agung,"Pak Prabowo yg pantas jadi presiden Indonesia,pak Ganjar telah menggagalkan Indonesia jadi tuan rumah piala dunia umur 20",0,pak prabowo yang pantas jadi presiden indonesia pak ganjar telah menggagalkan indonesia jadi tuan rumah piala dunia umur 
2023-04-23T12:01:10Z,siti muslimah,Semoga aku di Taiwan bisa milih pasti ku pilih Ganjar .. jatengku .indonesiaku❤❤❤,0,semoga aku di taiwan bisa memilih pasti ku pilih ganjar jatengku indonesiaku
2023-04-23T12:01:10Z,iputu widharmadi,Pak Ganjar for RI 1,0,pak ganjar for ri 
2023-04-23T12:01:09Z,Lendy Sitepu,Sudah jelas kualitas pak ganjar di atas rata2,0,sudah jelas kualitas pak ganjar di atas rata rata
2023-04-23T12:00:55Z,Stefanus Lo,Sibuk dgn nafsu kekuasaan ....pemilu urusan ke 50 ....berantas dl korupsi dan tegakkan konstitusi lbh utama .....siapapun presiden ga mengubah apapun,0,sibuk dengan nafsu kekuasaan pemilu urusan ke berantas dulu korupsi dan tegakkan konstitusi lebih utama siapapun presiden enggak mengubah apapun
2023-04-23T12:00:18Z,Ramayanti R,Mungkin saja pak ganjar ini orang baik...<br>Akan ttapi di belakang nya ada partai banteng ketum nya megawati <br>Kalo pendapat saya pdi cma ganti figur saja <br>Cara nya ttap sama ttap tidak akan peduli sama wong cilik...<br>Hati2 menentukan pilihan kita kalo salah kita semua akan terus susah 5 tahun ke depan nya nanti,0,mungkin saja pak ganjar ini orang baik akan ttapi di belakang nya ada partai banteng ketum nya megawati kalo pendapat saya pdi cuma ganti figur saja cara nya tetap sama tetap tidak akan peduli sama wong cilik hati hati menentukan pilihan kita kalo salah kita semua akan terus susah tahun ke depan nya nanti
2023-04-23T11:59:53Z,NUEL MIKA18,"Ganjar joooosss,cerdas,rendah hati dan layak jadi Presiden RI",0,ganjar joooos cerdas rendah hati dan layak jadi presiden ri
2023-04-23T11:59:38Z,Abdul Azis,Dikusi dg pak pabowo juga mbak.,0,dikusi dengan pak pabowo juga mbak
2023-04-23T11:59:34Z,Djoko Sasongko,Bapak Ganjar Pranowo ... Asli Purworejo .. Menurut Sejarah Purworejo adalah tempat Pelarian Pasukan/Tentara Majapahit me Barat .. Ke Timur adalah Bali ... Tepat sekali Pak Ganjar Pranowo di-calonkan sebagai Captes ... Thank&#39;s a Lot Bu Mega ... Sighn bahwa Nuswantara/Indonesi akan menjadi Mercusuar Dunia ...<br>Ca-Wapres yg paling tepat adalah Basuki Cahaya Purnama alias &quot;Ahok&quot; .<br>Pasangan yg sangat Cocok &quot;Luar Dalam&quot; ... Secara &quot;Spiritual Metafisika&quot; .. Antara Karakter Stereo Type Orang Purworejo dan Karakter Pak Ahok .. dua-duanya sudah Match .. Terjadi Super-Posisi Energi yg Dahsyat .. Vibrasi Energi Frequensi Tinggi akan Memancar dan akan Menetralisir Vibrasi Energi Dis-Harmoni Frequensi Rendah [Para yg tdk suka Pemerintahan Pakde Jokowi ...<br>Duet Maut dalam arti Positif ... <br>&quot;Gandjar Pranowo - Basuki Tjahaja Purnama&quot; ...<br><br>Terimakasih,0,bapak ganjar pranowo asli purworejo menurut sejarah purworejo adalah tempat pelarian pasukan tentara majapahit me barat ke timur adalah bali tepat sekali pak ganjar pranowo di calonkan sebagai captes thanksi a lot bu mega sighn bahwa nuswantara indonesi akan menjadi mercusuar dunia ca wapres yang paling tepat adalah basuki cahaya purnama alias ahok pasangan yang sangat cocok luar dalam secara spiritual metafisika antara karakter stereo type orang purworejo dan karakter pak ahok dua duanya sudah match terjadi super posisi energi yang dahsyat vibrasi energi frequensi tinggi akan memancar dan akan menetralisir vibrasi energi dis harmoni frequensi rendah para yang tidak suka pemerintahan pakde jokowi duet maut dalam arti positif gandjar pranowo basuki tjahaja purnama terimakasih
2023-04-23T11:59:22Z,UndusGamer27,Apasih Akhiranya Hilang Suaranya Rahasia 😮😮😮,0,apasih akhiranya hilang suaranya rahasia 
2023-04-23T11:59:16Z,Tri Lampung,Mau petugas partai apapun kami rakyat Indonesia percaya ganjar bisa pimpin negara ini.,1,mau petugas partai apapun kami rakyat indonesia percaya ganjar bisa pimpin negara ini
2023-04-23T11:59:13Z,Indonesia Pancasila,Ganjar mengutamakan partai dibandingkan rakyat! Mohon maaf pak kita tidak memilih pemimpin yg gayanya spy bpk! Gak ada minta maaf ke publik sdh buat salah menyakitkan hati masyarakat dan merugikan bangsa! Parah!!!,0,ganjar mengutamakan partai dibandingkan rakyat mohon maaf pak kita tidak memilih pemimpin yang gayanya supaya bpk enggak ada meminta maaf ke publik sudah buat salah menyakitkan hati masyarakat dan merugikan bangsa parah
2023-04-23T11:58:57Z,Devi Mamentu,Ganjar sangat berkualitas menjadi RI 1 utk meneruskan tugas pa de jokowi.,0,ganjar sangat berkualitas menjadi ri untuk meneruskan tugas apa deh jokowi
2023-04-23T11:58:39Z,AAM L0PS,Ganjar Pranowo &amp; Mahfud Md🔥🔥,1,ganjar pranowo mahfud md
2023-04-23T11:58:06Z,fatmandania,Capres  paling ganteng,0,capres paling ganteng
2023-04-23T11:58:05Z,dhanny akhmad,ijin bertanya bagaimana sudut pandang dari partai politik dengan adanya money politik,0,ijin bertanya bagaimana sudut pandang dari partai politik dengan adanya money politik
2023-04-23T11:57:57Z,Radio Radio,"Negeri Konoha itu lucu dan lawak saya amati setelah era reformasii SMAKIN terpuruk banyak pengangguran ,perceraian,kurupsi gak habies2,lapangan kerja sulit dapat gaji UMR, adapun lowongan pasti buruh kontrak dan gajinya dibawah UMR saya bukan gak suka Anis atau Ganjar tapi suara hati saya cari sosok yg bukan dari partai itu2 aja semoga ada kadidat lain yg lebih layak jadi calon presiden seperti bung Karno dan Gusdur itu yg menurut saya jujur dan peduli sama rakyat kecil dan cara mimpinya contoh sepertin PUTIN sulit diatur Amerika dan tidak takut sama elite global semoga Prabowo jadi calon tunggal dan wakilnya cari calon minoritas partai aja yg nolak undang2 buruh yg sangat merugikan buruh, pabrik2 sekarang sak karepe Dewe PHK pensiunpun sesuka pabriknya ngasih berapa miris semoga ramalan Gusdur yg terakhir benar2 terjadi Prabowo bisa jadi presiden tunggal dan wakilnya bukan dari partai itu2 aja saya mau Konoha bngkit jadi macan Asia masak kalah sama negara tetangga <br>1.naik haji lebih murah<br>2 beli durianpun 100ribu dapat 1 kranjang<br>3.bbm lebih murah<br>4.sembako pun murah dan dapat jikangkau rakyat kecil<br>5.kurupsi hukum mati buang ke laut atau Kasikan buaya<br><br>Seandainya saya seperti Itachi saya kudeta para kuruptor2 negeri ini cuman saya rakyat kecil gak bisa berbuat banyak hanya bisa berpendapat lewat suara hati kalian harus cerdas klu memilih orang jangan sampai orang yg kalian pilih nanti jadi BADUT 🤡 partai atau Bonekanya partai SALAM PEOPLE POWER",1,negeri konoha itu lucu dan lawak saya amati setelah era reformasi semakin terpuruk banyak pengangguran perceraian kurupsi enggak habies lapangan kerja sulit dapat gaji umr adapun lowongan pasti buruh kontrak dan gajinya dibawah umr saya bukan enggak suka anis atau ganjar tapi suara hati saya cari sosok yang bukan dari partai itu saja semoga ada kadidat lain yang lebih layak jadi calon presiden seperti bung karno dan gusdur itu yang menurut saya jujur dan peduli sama rakyat kecil dan cara mimpinya contoh sepertin putin sulit diatur amerika dan tidak takut sama elite global semoga prabowo jadi calon tunggal dan wakilnya cari calon minoritas partai saja yang nolak undang buruh yang sangat merugikan buruh pabrik sekarang sak karepe dewe phk pensiunpun sesuka pabriknya mengasih berapa miris semoga ramalan gusdur yang terakhir benar benar terjadi prabowo bisa jadi presiden tunggal dan wakilnya bukan dari partai itu saja saya mau konoha bangkit jadi macan asia masak kalah sama negara tetangga naik haji lebih murah beli durianpun ribu dapat kranjang bbm lebih murah sembako pun murah dan dapat jikangkau rakyat kecil kurupsi hukum mati buang ke laut atau kasikan buayaseandainya saya seperti itachi saya kudeta para kuruptor negeri ini cuman saya rakyat kecil enggak bisa berbuat banyak hanya bisa berpendapat lewat suara hati kalian harus cerdas kalau memilih orang jangan sampai orang yang kalian pilih nanti jadi badut partai atau bonekanya partai salam people power
2023-04-23T11:57:45Z,AH,"Siapapun calonnya, yang lebih penting lagi para pendukung jagan saling mengejek, mencemooh, menghujat karena beda pilihan cobalah belajar dewasa sebagai warga Indonesia yang yang  bermartabat. Kita sukseskan pemilu 2024 dengan penuh tanggung jawab.",7,siapapun calonnya yang lebih penting lagi para pendukung jagan saling mengejek mencemooh menghujat karena beda pilihan cobalah belajar dewasa sebagai warga indonesia yang yang bermartabat kita sukseskan pemilu dengan penuh tanggung jawab
2023-04-23T11:57:42Z,Dominio Jufri,bangga bila py presiden seperti Pak Ganjar. cerdas,0,bangga bila punya presiden seperti pak ganjar cerdas
2023-04-23T11:57:40Z,Andri Yulian,Pak ganjar pilihanku..,0,pak ganjar pilihanku
2023-04-23T11:57:18Z,S.R.S RAF,Calon pemimpin Dengan pemikiran Intelektual .. 😊,15,calon pemimpin dengan pemikiran intelektual 
2023-04-23T11:57:17Z,Indahsari,Ganjar sosok yg memiliki cara komunikasi yg baik..lugas dn samart,3,ganjar sosok yang memiliki cara komunikasi yang baik lugas dan samart
2023-04-23T11:57:13Z,Widiya Ketut,Untuk calon presiden dan menang jadi presiden pastiHanjarPranowo.,0,untuk calon presiden dan menang jadi presiden pastihanjarpranowo
2023-04-23T11:56:45Z,ENGGAR MOHIS,Thas thes thas thes lan ora mbulet...<br> <br>Siap RI-1 pak Ganjar,0,thas thes thas thes lan ora mbulet siap ri pak ganjar
2023-04-23T11:56:40Z,Egar,Ganjar2024,0,ganjar 
2023-04-23T11:56:23Z,Syah Rizal,Sehat2 Selalu Semua,0,sehat sehat selalu semua
2023-04-23T11:56:20Z,BioSpray Community,"<a href=""https://www.youtube.com/watch?v=_HwJW5f5jFQ&amp;t=56m13s"">56:13</a>-<a href=""https://www.youtube.com/watch?v=_HwJW5f5jFQ&amp;t=56m40s"">56:40</a> pak Jokowi membaca suasana kebatinan 👍🏼👍🏼",0, pak jokowi membaca suasana kebatinan 
2023-04-23T11:56:04Z,Heru Prasetyo,"Humble person, Cerdas dan satu2nya Anggota DPR dari PDIP periode 2004 - 2009 yg saya adore. Gagasan besar utk Indonesia kami tunggu Pak Ganjar walaupun konsepnya melanjutkan program Pak Jokowi tp Pak Ganjar pasti punya Gagasan sendiri",1,humble person cerdas dan satu nya anggota dpr dari pdip periode yang saya adore gagasan besar untuk indonesia kami tunggu pak ganjar walaupun konsepnya melanjutkan program pak jokowi tapi pak ganjar pasti punya gagasan sendiri
2023-04-23T11:55:55Z,Eshal official,Luar biasa Penjelasan capres PDI P<br>Ganjar Pranowo cerdas dan Lugas Bravo Pak Ganjar the Next Presidenti RI,0,luar biasa penjelasan capres pdi pganjar pranowo cerdas dan lugas bravo pak ganjar the next presidenti ri
2023-04-23T11:55:52Z,sigit putro,"Jelas lebih unggul dari kandidat lainnya cara berkomunikasi publik dgn lincah dan piawai merangkai kata.Legislatif ,eksekutif,loyalitas memang sempurna 99%.Ini adalah fakta bukan pencitraan.",33,jelas lebih unggul dari kandidat lainnya cara berkomunikasi publik dengan lincah dan piawai merangkai kata legislatif eksekutif loyalitas memang sempurna ini adalah fakta bukan pencitraan
2023-04-23T21:58:00Z,Feldi Widianto,​@udik chanel mmm,0, udik chanel sama
2023-04-23T19:20:20Z,KETOPRAK POLITIK,@lilian thuram belum 10 tahun sakit mau nambah 5 tahun lagi 🤣🤣 kasihan,0,lilian thuram belum tahun sakit mau menambah tahun lagi kasihan
2023-04-23T16:45:43Z,Bintangd Subcribe,Wadas wadas wadas wadas,0,wadas wadas wadas wadas
2023-04-23T16:45:27Z,Bintangd Subcribe,@lilian thuram betol,0,lilian thuram betol
2023-04-23T15:41:49Z,lilian thuram,Bukan pencitraan tp ngonten terus....,2,bukan pencitraan tapi ngonten terus
2023-04-23T11:55:34Z,Ahmad Mirza Al Fitroni,"Buk mega buk mega melulu, kenapa ndak beliau aja yang maju jadi capres",0,buk mega buk mega melulu kenapa indak beliau saja yang maju jadi capres
2023-04-23T11:55:22Z,ACEH FOOTBAL,"Catatan Najwa gak ubahnya Rossi di Kompas TV,Biar elektabikitas naik maka Wawancara... dan wawancara tsb ga berlaku untuk Anies saat di calonkan Nasdem,dah kebaca Arahnya Najwa dan Rossi.",0,catatan najwa enggak ubahnya rossi di kompas tv biar elektabikitas naik maka wawancara dan wawancara tersebut enggak berlaku untuk anies saat di calonkan nasdem deh kebaca arahnya najwa dan rossi
2023-04-23T11:55:12Z,Erin Naibaho,Kader2 PDIP kurang mantap dalam mengkomunikasikan istilah &quot;petugas partai&quot;.<br><br>Tugas partai adalah mewujudkan keinginan Rakyat... PDIP ada karena  rakyat...!! <br><br>PDI-P menugaskan Jokowi sebagai petugas partai...menjadi capres... Dan Rakyat Indonesia mau menerima penugasan Jokowi sebagai presiden... Buktinya Jokowi TERPILIH...!!! <br><br>Nah... PDIP Menugaskan Jokowi untuk melaksanakan amanat Rakyat...!! <br><br>Apa salahnya dengan petugas partai??? <br><br><br>Bgitu aja koq repot🤔,0,kader pdip kurang mantap dalam mengkomunikasikan istilah petugas partai tugas partai adalah mewujudkan keinginan rakyat pdip ada karena rakyat pdi p menugaskan jokowi sebagai petugas partai menjadi capres dan rakyat indonesia mau menerima penugasan jokowi sebagai presiden buktinya jokowi terpilih nah pdip menugaskan jokowi untuk melaksanakan amanat rakyat apa salahnya dengan petugas partai begitu saja kok repot
2023-04-23T12:02:04Z,Erin Naibaho,Halo PDIP...!! <br><br>Tonjolkan tugas partai PDIP..!! <br><br>Melaksanakan amanah rakyat...!!!! <br><br>ini kesempatan besar dalam polemik istilah &quot;petugas partai&quot;.,0,halo pdip tonjolkan tugas partai pdip melaksanakan amanah rakyat ini kesempatan besar dalam polemik istilah petugas partai
2023-04-23T11:55:02Z,Indonesia Pancasila,Jokowi legowo Krn terpaksa!,0,jokowi legowo karena terpaksa
2023-04-23T11:54:57Z,Dinda Kirana Smule,Gasspooolll utk pak Ganjar for presiden RI 2024,0,gasspoool untuk pak ganjar for presiden ri 
2023-04-23T11:54:52Z,ZoeL,Sayang sekali suara dari anak melenia pencita sepek bola di Indonesia hilang karena perkataan dari Ganjar yang menolak Tim Israel tampil di Piala Dunia U20 di Indonesia terbukti kredibilitas Ganjar menurun dan hilang suara dari anak melenia sekarang dan pencinta bola salah satunya saya,0,sayang sekali suara dari anak melenia pencita sepek bola di indonesia hilang karena perkataan dari ganjar yang menolak tim israel tampil di piala dunia u di indonesia terbukti kredibilitas ganjar menurun dan hilang suara dari anak melenia sekarang dan pencinta bola salah satunya saya
2023-04-23T11:54:33Z,Mohamad Triyono,"Bahasa ibu atikoh juga keren , cocok lah jadi ibu negara",0,bahasa ibu atikoh juga keren cocok lah jadi ibu negara
2023-04-23T11:54:22Z,Hendro Prakoso,GP kereeeeeenn semoga menjadi penerus Pak Jokowi,0,gp kereeeeeen semoga menjadi penerus pak jokowi
2023-04-23T11:54:06Z,Muhammad Rizal,Ganjar Mahfudz mantap ❤❤❤❤,0,ganjar mahfudz mantap 
2023-04-23T11:53:58Z,Na Raya,"Mau dihujat diisukan negatif seperti apapun, tidak bisa dipungkiri bahwa saat ini Kader2 hebat &amp; tokoh negarawan byk lahir dari rahim PDI Perjuangan, termasuk salah satu Presiden terbaik yg pernah dimiliki NKRI",0,mau dihujat diisukan negatif seperti apapun tidak bisa dipungkiri bahwa saat ini kader hebat tokoh negarawan banyak lahir dari rahim pdi perjuangan termasuk salah satu presiden terbaik yang pernah dimiliki nkri
2023-04-23T11:53:46Z,Suryo Alam,"Wong Purworejo asli manggon Ten Cileungsi Bogor Jawa barat nderek mahayu Bagyo mas Ganjar slm kagem wong Purworejo terutami Kutoarjo komplek SMK negeri,SMK sawunggalih SMA/SMK Widya Kutoarjo,semawung Daleman dugi sidarum presidenku 2024 H.ganjar Pranowo penerus pak de Jokowi merdeka slm Pancasila 🇮🇩👍",0,wong purworejo asli manggon ten cileungsi bogor jawa barat nderek mahayu bagyo mas ganjar salam kagem wong purworejo terutami kutoarjo komplek smk negeri smk sawunggalih sama smk widya kutoarjo semawung daleman dugi sidarum presidenku h ganjar pranowo penerus pak deh jokowi merdeka salam pancasila 
2023-04-23T11:53:21Z,Indonesia Pancasila,Sia sia itu Ganjar gak akan menang 2024 kalah Ganjar dan PDIP,0,sia sia itu ganjar enggak akan menang kalah ganjar dan pdip
